type,name,barcode,variety,brand,slug,sku,unit,selectedPurchasingUnit,stockLevel,eachUnitQuantity,averageWeightPerUnit,hasShopperNotes,departments,subsAllowed,supportsBothEachAndKgPricing,adId,brandSuggestionId,brandSuggestionName,priceUnitLabel,availabilityStatus,onlineSample,onlineSampleRealProductMapId,isAgeRestricted,isTobaccoProduct,price.originalPrice,price.salePrice,price.savePrice,price.savePercentage,price.canShowSavings,price.hasBonusPoints,price.isClubPrice,price.isSpecial,price.isNew,price.canShowOriginalPrice,price.discount,price.total,price.isTargetedOffer,price.averagePricePerSingleUnit,price.isBoostOffer,price.purchasingUnitPrice,price.orderedPrice,price.isUsingOrderedPrice,price.currentPricingMatchesOrderedPricing,price.extendedListPrice,price.originalAveragePricePerSingleUnit,price.promotionStartDate,price.promotionEndDate,images.small,images.big,quantity.min,quantity.max,quantity.increment,quantity.value,quantity.quantityInOrder,quantity.purchasingQuantityString,size.cupListPrice,size.cupPrice,size.cupMeasure,size.packageType,size.volumeSize,productTag.tagType,productTag.multiBuy,productTag.bonusPoints,productTag.additionalTag.name,productTag.additionalTag.link,productTag.additionalTag.imagePath,productTag.additionalTag.linkTarget,productTag.additionalTag.altText,productTag.targetedOffer,productTag.boostOffer,id,link,positionIndex,headingText,paragraphText,products,image.src,image.alt,mobileImage.src,mobileImage.alt,productTag,content,additionalClassNames,secondaryImage.src,secondaryImage.alt,action.title,action.link,action.underlay,action.class,productTag.multiBuy.quantity,productTag.multiBuy.value,productTag.multiBuy.link,productTag.multiBuy.multiCupValue,productTag.additionalTag
Product,fresh fruit kiwifruit gold,0267831000009,gold,fresh fruit,fresh-fruit-kiwifruit-gold,282876,Kg,,3.0,,0.15,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,9.9,9.9,0.0,0.0,True,False,False,False,False,True,,,False,1.49,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/282876.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/282876.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.15,100.0,0.1,,,,9.9,9.9,1kg,loose,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable potatoes roasting/mashing,9400597044561,roasting/mashing,fresh vegetable,fresh-vegetable-potatoes-roasting-mashing,279014,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,8.75,8.75,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/279014.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/279014.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.38,4.38,1kg,bag,2kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh salad shredded lettuce mini bag,9400597043649,shredded lettuce mini bag,woolworths,woolworths-fresh-salad-shredded-lettuce-mini-bag,259430,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.5,3.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/259430.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/259430.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,23.33,23.33,1kg,,150g,IsFreshDeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.4,/shop/productgroup/198841,21.333,
Product,fresh vegetable garlic whole bulbs,6971346610014,whole bulbs,fresh vegetable,fresh-vegetable-garlic-whole-bulbs,464903,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.8,2.99,0.81,20.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/464903.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/464903.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,0.76,0.6,1ea,mesh bag,5pack,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable potatoes agria brushed,0267235000001,agria brushed,fresh vegetable,fresh-vegetable-potatoes-agria-brushed,327747,Kg,,3.0,,0.25,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,4.5,4.5,0.0,0.0,True,False,False,False,False,True,,,False,1.13,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/327747.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/327747.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.25,100.0,0.25,,,,4.5,4.5,1kg,loose,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths nz garlic bulb,9421000390082,bulb,woolworths nz,woolworths-nz-garlic-bulb,51999,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.5,3.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/51999.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/51999.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.5,3.5,1ea,single,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh salad coleslaw no dressing mini bag,9400597043731,coleslaw no dressing mini bag,woolworths,woolworths-fresh-salad-coleslaw-no-dressing-mini-bag,259928,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.5,3.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/259928.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/259928.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,17.5,17.5,1kg,,200g,IsFreshDeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.4,/shop/productgroup/198841,16.0,
Product,fresh vegetable ginger whole,9414742351633,whole,fresh vegetable,fresh-vegetable-ginger-whole,138082,Kg,,3.0,,0.12,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,8.99,8.99,0.0,0.0,True,False,False,False,False,True,,,False,1.08,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/138082.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/138082.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.12,100.0,0.05,,,,8.99,8.99,1kg,loose,min order 0.12kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit apples granny smith,9352596000089,granny smith,fresh fruit,fresh-fruit-apples-granny-smith,130935,Kg,,3.0,,0.2,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,4.95,4.5,0.45,0.0,False,False,False,False,False,True,,,False,0.99,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/130935.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/130935.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.2,100.0,0.1,,,,4.95,4.5,1kg,loose,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh tomatoes jelly bean,9414582384280,jelly bean,fresh,fresh-tomatoes-jelly-bean,756910,Each,,3.0,,,,"[{'id': 4, 'name': 'Fridge & Deli'}]",False,False,,,,,In Stock,,0.0,False,False,7.99,7.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/756910.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/756910.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,39.95,39.95,1kg,punnet,200g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable potatoes white washed,9414742973088,white washed,fresh vegetable,fresh-vegetable-potatoes-white-washed,283286,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,13.5,13.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/283286.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/283286.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.38,3.38,1kg,bag,4kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable yams red,9421901856618,red,fresh vegetable,fresh-vegetable-yams-red,284610,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.0,5.2,0.8,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/284610.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/284610.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,12.0,10.4,1kg,prepacked,500g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths broccolini bag,9400597044714,bag,woolworths,woolworths-broccolini-bag,282040,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,5.0,4.2,0.8,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/282040.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/282040.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,5.0,4.2,1ea,,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable pumpkin crown cut,9419352094024,crown cut,fresh vegetable,fresh-vegetable-pumpkin-crown-cut,285865,Kg,,3.0,,0.8,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,4.29,3.79,0.5,0.0,False,False,False,False,False,True,,,False,3.43,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/285865.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/285865.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.8,100.0,0.1,,,,4.29,3.79,1kg,,min order 800g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable celery whole bunch,9414742973934,whole bunch,fresh vegetable,fresh-vegetable-celery-whole-bunch,337262,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.5,4.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/337262.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/337262.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.5,4.5,1ea,,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable salad burger slaw,9400597065764,burger slaw,fresh vegetable,fresh-vegetable-salad-burger-slaw,6017125,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.85,5.8,1.05,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6017125.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6017125.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,15.22,12.89,1kg,,450g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh vegetable carrots ,9414742972821,,woolworths,woolworths-fresh-vegetable-carrots,283277,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.69,4.69,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/283277.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/283277.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.13,3.13,1kg,bag,1.5kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable leeks ,9414742359844,,fresh vegetable,fresh-vegetable-leeks,139645,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,2.45,2.0,0.45,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/139645.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/139645.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.45,2.0,1ea,,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,leaderbrand rocket slaw ,9421026691798,,leaderbrand,leaderbrand-rocket-slaw,6052266,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.15,6.15,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6052266.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6052266.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,17.57,17.57,1kg,,350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable potatoes agria,9400597044530,agria,fresh vegetable,fresh-vegetable-potatoes-agria,279004,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,9.65,9.65,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/279004.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/279004.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.83,4.83,1kg,bag,2kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh salad baby rocket mini bag,9400597043632,baby rocket mini bag,woolworths,woolworths-fresh-salad-baby-rocket-mini-bag,259428,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.5,3.5,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/259428.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/259428.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,77.78,77.78,1kg,,45g,IsFreshDeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.4,/shop/productgroup/198841,71.111,
Product,fresh vegetable cauliflower whole,9414742351077,whole,fresh vegetable,fresh-vegetable-cauliflower-whole,135552,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.25,3.5,0.75,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/135552.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/135552.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,4.25,3.5,1ea,,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable salad baby leaf lettuce,9400597043687,baby leaf lettuce,fresh vegetable,fresh-vegetable-salad-baby-leaf-lettuce,115159,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,4.15,4.15,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/115159.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/115159.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,41.5,41.5,1kg,bag,100g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh tomatoes ,9400597047203,,woolworths fresh,woolworths-fresh-tomatoes,339889,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,9.0,9.0,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/339889.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/339889.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,15.0,15.0,1kg,prepacked,600g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,the odd bunch onions ,9400597057486,,the odd bunch,the-odd-bunch-onions,903868,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,Out of Stock,,0.0,False,False,4.85,4.85,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/903868.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/903868.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,2.43,2.43,1kg,bag,2kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit pears packham green,9421905439008,packham green,fresh fruit,fresh-fruit-pears-packham-green,115330,Kg,,3.0,,0.25,,"[{'id': 4, 'name': 'Fridge & Deli'}]",False,True,,,,,In Stock,,0.0,False,False,6.45,5.8,0.65,0.0,False,False,False,False,False,True,,,False,1.61,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/115330.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/115330.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.15,100.0,0.1,,,,6.45,5.8,1kg,loose,,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable cabbage green half,9421026691125,green half,fresh vegetable,fresh-vegetable-cabbage-green-half,337292,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,3.45,3.45,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/337292.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/337292.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,3.45,3.45,1ea,,,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit berry strawberry ,9342373000432,,fresh fruit,fresh-fruit-berry-strawberry,144607,Each,,3.0,,,,"[{'id': 4, 'name': 'Fridge & Deli'}]",False,False,,,,,In Stock,,0.0,False,False,9.9,5.9,4.0,40.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/144607.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/144607.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,39.6,23.6,1kg,punnet,250g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths fresh vegetable beans green,9421904489004,green,woolworths,woolworths-fresh-vegetable-beans-green,337251,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,5.0,4.8,0.2,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/337251.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/337251.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,20.0,19.2,1kg,prepacked,250g,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh fruit bananas organic fair trade,9421008330189,organic fair trade,fresh fruit,fresh-fruit-bananas-organic-fair-trade,866112,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,5.29,4.99,0.3,0.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/866112.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/866112.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,6.22,5.87,1kg,prepacked,850g,IsGreatPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh vegetable kumara red washed,2100002858673,red washed,fresh vegetable,fresh-vegetable-kumara-red-washed,285867,Kg,,3.0,,0.4,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,6.45,6.45,0.0,0.0,True,False,False,False,False,True,,,False,2.58,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/285867.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/285867.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.4,100.0,0.1,,,,6.45,6.45,1kg,loose,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,leaderbrand salad mexican,9421026691781,mexican,leaderbrand,leaderbrand-salad-mexican,6050930,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.15,6.15,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/6050930.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/6050930.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,17.57,17.57,1kg,,350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,fresh tomatoes truss vine loose,9300633083366,truss vine loose,fresh,fresh-tomatoes-truss-vine-loose,169438,Kg,,3.0,,0.12,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,True,,,,,In Stock,,0.0,False,False,14.0,14.0,0.0,0.0,True,False,False,False,False,True,,,False,1.68,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/169438.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/169438.jpg?impolicy=wowcdxwbjbx&w=200&h=200,0.15,100.0,0.1,,,,14.0,14.0,1kg,,per kg,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,the odd bunch fresh fruit avocado (minimum 5 per pack),9421907423005,(minimum 5 per pack),the odd bunch,the-odd-bunch-fresh-fruit-avocado-minimum-5-per-pack-,98255,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,8.99,6.5,2.49,25.0,False,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/98255.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/98255.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,8.99,6.5,1kg,mesh bag,1kg,Other,,,Fresh Deals,,/Content/PromotionTags/F24_Fresh_deal.png,_self,Fresh Deals,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,woolworths mushrooms white button,9416709000011,white button,woolworths,woolworths-mushrooms-white-button,937349,Each,,3.0,,,,"[{'id': 1, 'name': 'Fruit & Veg'}]",False,False,,,,,In Stock,,0.0,False,False,6.99,6.99,0.0,0.0,True,False,False,False,False,True,,,False,,False,,,False,,,,,,https://assets.woolworths.com.au/images/2010/937349.jpg?impolicy=wowcdxwbjbx&w=65&h=65,https://assets.woolworths.com.au/images/2010/937349.jpg?impolicy=wowcdxwbjbx&w=200&h=200,1.0,36.0,1.0,,,,17.48,17.48,1kg,prepacked,400g,Other,,,Countdown's Own,/shop/productgroup/80842,/Content/PromotionTags/F24_Own_brand.png,_self,,,,,,,,,,,,,,,,,,,,,,,,,,,
